ch_complex_100w.pdb   25.436311721801758
ch_complex_101w.pdb   24.750865936279297
ch_complex_102w.pdb   27.985538482666016
ch_complex_103w.pdb   27.526456832885742
ch_complex_104w.pdb   25.493181228637695
ch_complex_105w.pdb   27.676349639892578
ch_complex_106w.pdb   27.857440948486328
ch_complex_107w.pdb   27.859880447387695
ch_complex_108w.pdb   26.22705078125
ch_complex_109w.pdb   24.58137321472168
ch_complex_10w.pdb   25.73684310913086
ch_complex_110w.pdb   26.325965881347656
ch_complex_111w.pdb   27.21017074584961
ch_complex_112w.pdb   25.649642944335938
ch_complex_113w.pdb   27.214059829711914
ch_complex_114w.pdb   26.81346893310547
ch_complex_115w.pdb   28.123424530029297
ch_complex_116w.pdb   27.212087631225586
ch_complex_117w.pdb   26.660259246826172
ch_complex_118w.pdb   26.18109893798828
ch_complex_119w.pdb   28.337278366088867
ch_complex_11w.pdb   25.56558609008789
ch_complex_120w.pdb   26.115243911743164
ch_complex_121w.pdb   27.488664627075195
ch_complex_122w.pdb   25.680683135986328
ch_complex_123w.pdb   25.511838912963867
ch_complex_124w.pdb   27.422344207763672
ch_complex_125w.pdb   25.6846981048584
ch_complex_126w.pdb   27.594072341918945
ch_complex_127w.pdb   24.636497497558594
ch_complex_128w.pdb   25.804157257080078
ch_complex_129w.pdb   27.724573135375977
ch_complex_12w.pdb   25.86310577392578
ch_complex_130w.pdb   26.53639030456543
ch_complex_131w.pdb   26.835397720336914
ch_complex_132w.pdb   28.2695255279541
ch_complex_133w.pdb   26.460891723632813
ch_complex_134w.pdb   26.16661834716797
ch_complex_135w.pdb   27.20048713684082
ch_complex_136w.pdb   26.826635360717773
ch_complex_137w.pdb   26.187219619750977
ch_complex_138w.pdb   26.38627052307129
ch_complex_139w.pdb   26.13412094116211
ch_complex_13w.pdb   26.04030418395996
ch_complex_140w.pdb   26.55177116394043
ch_complex_141w.pdb   25.874181747436523
ch_complex_142w.pdb   26.949867248535156
ch_complex_143w.pdb   25.142894744873047
ch_complex_144w.pdb   25.339536666870117
ch_complex_145w.pdb   27.002687454223633
ch_complex_146w.pdb   26.9353084564209
ch_complex_147w.pdb   25.35645866394043
ch_complex_148w.pdb   25.3597354888916
ch_complex_149w.pdb   26.16802978515625
ch_complex_14w.pdb   25.136154174804688
ch_complex_150w.pdb   27.743331909179688
ch_complex_151w.pdb   26.758262634277344
ch_complex_152w.pdb   27.5035400390625
ch_complex_153w.pdb   26.534242630004883
ch_complex_154w.pdb   26.930809020996094
ch_complex_155w.pdb   27.612369537353516
ch_complex_156w.pdb   27.546533584594727
ch_complex_157w.pdb   25.742164611816406
ch_complex_158w.pdb   26.7275447845459
ch_complex_159w.pdb   26.350078582763672
ch_complex_15w.pdb   26.987117767333984
ch_complex_160w.pdb   26.758434295654297
ch_complex_161w.pdb   26.442668914794922
ch_complex_162w.pdb   28.478666305541992
ch_complex_163w.pdb   26.988065719604492
ch_complex_164w.pdb   24.617639541625977
ch_complex_165w.pdb   28.844284057617188
ch_complex_166w.pdb   26.981678009033203
ch_complex_167w.pdb   25.557987213134766
ch_complex_168w.pdb   25.584379196166992
ch_complex_169w.pdb   27.733844757080078
ch_complex_16w.pdb   26.85299301147461
ch_complex_170w.pdb   26.247644424438477
ch_complex_171w.pdb   26.123966217041016
ch_complex_172w.pdb   26.854724884033203
ch_complex_173w.pdb   26.417808532714844
ch_complex_174w.pdb   26.68600845336914
ch_complex_175w.pdb   26.75774574279785
ch_complex_176w.pdb   26.376508712768555
ch_complex_177w.pdb   25.50246238708496
ch_complex_178w.pdb   28.009008407592773
ch_complex_179w.pdb   26.018779754638672
ch_complex_17w.pdb   26.13851547241211
ch_complex_180w.pdb   25.59288787841797
ch_complex_181w.pdb   27.85941505432129
ch_complex_182w.pdb   24.620765686035156
ch_complex_183w.pdb   26.777179718017578
ch_complex_184w.pdb   25.84580421447754
ch_complex_185w.pdb   27.71133041381836
ch_complex_186w.pdb   24.61530876159668
ch_complex_187w.pdb   25.43450355529785
ch_complex_188w.pdb   27.881059646606445
ch_complex_189w.pdb   25.85139274597168
ch_complex_18w.pdb   27.733402252197266
ch_complex_190w.pdb   26.415157318115234
ch_complex_191w.pdb   26.40448760986328
ch_complex_192w.pdb   26.220293045043945
ch_complex_193w.pdb   25.460203170776367
ch_complex_194w.pdb   24.738527297973633
ch_complex_195w.pdb   28.931550979614258
ch_complex_196w.pdb   24.961753845214844
ch_complex_197w.pdb   27.987611770629883
ch_complex_198w.pdb   26.267305374145508
